,Query Path,SAT/UNSAT,Depths,algaroba with pause based on depth
72,../blocksworld/blocksworld_from_11_6_0_to_8_0_9_negated_goal_bmc_29.smt2,{'algaroba with pause based on depth': 'sat'},"{Tower: 396, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Enum_A_B_C_D_E_F_G_H_I_J_K_L_M_N_O_P_Q: 87, Record_left_center_right: 34, }",0.10682082176208496
73,../blocksworld/blocksworld_from_22_0_4_to_26_0_0_negated_goal_bmc_31.smt2,{'algaroba with pause based on depth': 'sat'},"{Tower: 438, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Enum_A_B_C_D_E_F_G_H_I_J_K_L_M_N_O_P_Q_R_S_T_U_V_W_X_Y_Z: 93, Record_left_center_right: 36, }",0.1053473949432373
74,../blocksworld/blocksworld_from_3_0_3_to_1_2_3_negated_goal_bmc_4.smt2,{'algaroba with pause based on depth': 'sat'},"{Tower: 72, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Enum_A_B_C_D_E_F: 12, Record_left_center_right: 9, }",0.08053922653198242
75,../blocksworld/blocksworld_from_1_2_10_to_13_0_0_negated_goal_bmc_0.smt2,{'algaroba with pause based on depth': 'sat'},"{Tower: 39, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Enum_A_B_C_D_E_F_G_H_I_J_K_L_M: 0, Record_left_center_right: 5, }",0.0295565128326416
76,../blocksworld/blocksworld_from_4_2_8_to_7_1_6_negated_goal_bmc_17.smt2,{'algaroba with pause based on depth': 'sat'},"{Enum_A_B_C_D_E_F_G_H_I_J_K_L_M_N: 51, Tower: 242, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Record_left_center_right: 22, }",0.08475542068481445
77,../blocksworld/blocksworld_from_0_18_5_to_17_0_6_negated_goal_bmc_45.smt2,{'algaroba with pause based on depth': 'sat'},"{Tower: 599, Enum_A_B_C_D_E_F_G_H_I_J_K_L_M_N_O_P_Q_R_S_T_U_V_W: 135, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Record_left_center_right: 50, }",0.22591114044189453
78,../blocksworld/blocksworld_from_10_4_3_to_1_14_2_negated_goal_bmc_11.smt2,{'algaroba with pause based on depth': 'sat'},"{Tower: 179, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Enum_A_B_C_D_E_F_G_H_I_J_K_L_M_N_O_P_Q: 33, Record_left_center_right: 16, }",0.08233523368835449
79,../blocksworld/blocksworld_from_13_1_5_to_8_4_7_negated_goal_bmc_0.smt2,{'algaroba with pause based on depth': 'sat'},"{Tower: 51, Enum_A_B_C_D_E_F_G_H_I_J_K_L_M_N_O_P_Q_R_S: 0, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Record_left_center_right: 5, }",0.051256418228149414
80,../blocksworld/blocksworld_from_7_2_0_to_7_0_2_negated_goal_bmc_3.smt2,{'algaroba with pause based on depth': 'sat'},"{Tower: 67, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Enum_A_B_C_D_E_F_G_H_I: 9, Record_left_center_right: 8, }",0.024438142776489258
81,../blocksworld/blocksworld_from_5_1_10_to_4_9_3_negated_goal_bmc_8.smt2,{'algaroba with pause based on depth': 'sat'},"{Tower: 141, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Enum_A_B_C_D_E_F_G_H_I_J_K_L_M_N_O_P: 24, Record_left_center_right: 13, }",0.03562736511230469
82,../blocksworld/blocksworld_from_4_0_1_to_1_1_3_negated_goal_bmc_7.smt2,{'algaroba with pause based on depth': 'sat'},"{Tower: 107, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Enum_A_B_C_D_E: 21, Record_left_center_right: 12, }",0.03354763984680176
83,../blocksworld/blocksworld_from_12_7_0_to_11_3_5_negated_goal_bmc_14.smt2,{'algaroba with pause based on depth': 'sat'},"{Tower: 218, Enum_A_B_C_D_E_F_G_H_I_J_K_L_M_N_O_P_Q_R_S: 42, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Record_left_center_right: 19, }",0.040511131286621094
84,../blocksworld/blocksworld_from_7_4_13_to_4_14_6_negated_goal_bmc_4.smt2,{'algaroba with pause based on depth': 'sat'},"{Tower: 110, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Enum_A_B_C_D_E_F_G_H_I_J_K_L_M_N_O_P_Q_R_S_T_U_V_W_X: 12, Record_left_center_right: 9, }",0.03484320640563965
85,../blocksworld/blocksworld_from_1_24_0_to_9_16_0_negated_goal_bmc_24.smt2,{'algaroba with pause based on depth': 'sat'},"{Tower: 351, Enum_A_B_C_D_E_F_G_H_I_J_K_L_M_N_O_P_Q_R_S_T_U_V_W_X_Y: 72, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Record_left_center_right: 29, }",0.09275627136230469
86,../blocksworld/blocksworld_from_13_1_6_to_8_7_5_negated_goal_bmc_34.smt2,{'algaroba with pause based on depth': 'sat'},"{Tower: 461, Enum_A_B_C_D_E_F_G_H_I_J_K_L_M_N_O_P_Q_R_S_T: 102, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Record_left_center_right: 39, }",0.14159584045410156
87,../blocksworld/blocksworld_from_13_2_4_to_13_3_3_negated_goal_bmc_29.smt2,{'algaroba with pause based on depth': 'sat'},"{Tower: 399, Enum_A_B_C_D_E_F_G_H_I_J_K_L_M_N_O_P_Q_R_S: 87, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Record_left_center_right: 34, }",0.134124755859375
88,../blocksworld/blocksworld_from_6_2_14_to_12_6_4_negated_goal_bmc_28.smt2,{'algaroba with pause based on depth': 'sat'},"{Tower: 393, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Record_left_center_right: 33, Enum_A_B_C_D_E_F_G_H_I_J_K_L_M_N_O_P_Q_R_S_T_U_V: 84, }",0.1015775203704834
89,../blocksworld/blocksworld_from_12_1_3_to_11_1_4_negated_goal_bmc_2.smt2,{'algaroba with pause based on depth': 'sat'},"{Tower: 69, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Enum_A_B_C_D_E_F_G_H_I_J_K_L_M_N_O_P: 6, Record_left_center_right: 7, }",0.03863692283630371
90,../blocksworld/blocksworld_from_7_3_1_to_5_6_0_negated_goal_bmc_14.smt2,{'algaroba with pause based on depth': 'sat'},"{Tower: 204, Enum_A_B_C_D_E_F_G_H_I_J_K: 42, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Record_left_center_right: 19, }",0.08536553382873535
91,../blocksworld/blocksworld_from_5_21_0_to_20_6_0_negated_goal_bmc_44.smt2,{'algaroba with pause based on depth': 'sat'},"{Tower: 594, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Enum_A_B_C_D_E_F_G_H_I_J_K_L_M_N_O_P_Q_R_S_T_U_V_W_X_Y_Z: 132, Record_left_center_right: 49, }",0.18235492706298828
92,../blocksworld/blocksworld_from_8_10_1_to_5_9_5_negated_goal_bmc_4.smt2,{'algaroba with pause based on depth': 'sat'},"{Tower: 100, Enum_A_B_C_D_E_F_G_H_I_J_K_L_M_N_O_P_Q_R_S: 12, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Record_left_center_right: 9, }",0.041872262954711914
93,../blocksworld/blocksworld_from_0_13_3_to_14_2_0_negated_goal_bmc_24.smt2,{'algaroba with pause based on depth': 'sat'},"{Tower: 334, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Enum_A_B_C_D_E_F_G_H_I_J_K_L_M_N_O_P: 72, Record_left_center_right: 29, }",0.05916023254394531
94,../blocksworld/blocksworld_from_0_18_1_to_17_2_0_negated_goal_bmc_27.smt2,{'algaroba with pause based on depth': 'sat'},"{Tower: 376, Enum_A_B_C_D_E_F_G_H_I_J_K_L_M_N_O_P_Q_R_S: 81, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Record_left_center_right: 32, }",0.08050918579101562
95,../blocksworld/blocksworld_from_3_1_20_to_23_0_1_negated_goal_bmc_6.smt2,{'algaroba with pause based on depth': 'sat'},"{Tower: 134, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Enum_A_B_C_D_E_F_G_H_I_J_K_L_M_N_O_P_Q_R_S_T_U_V_W_X: 18, Record_left_center_right: 11, }",0.04854226112365723
96,../blocksworld/blocksworld_from_19_2_0_to_19_0_2_negated_goal_bmc_22.smt2,{'algaroba with pause based on depth': 'sat'},"{Tower: 320, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Record_left_center_right: 27, Enum_A_B_C_D_E_F_G_H_I_J_K_L_M_N_O_P_Q_R_S_T_U: 66, }",0.10181188583374023
97,../blocksworld/blocksworld_from_9_12_5_to_20_1_5_negated_goal_bmc_49.smt2,{'algaroba with pause based on depth': 'sat'},"{Tower: 652, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Enum_A_B_C_D_E_F_G_H_I_J_K_L_M_N_O_P_Q_R_S_T_U_V_W_X_Y_Z: 147, Record_left_center_right: 54, }",0.1747267246246338
98,../blocksworld/blocksworld_from_1_6_3_to_9_0_1_negated_goal_bmc_12.smt2,{'algaroba with pause based on depth': 'sat'},"{Tower: 177, Enum_A_B_C_D_E_F_G_H_I_J: 36, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Record_left_center_right: 17, }",0.07648396492004395
99,../blocksworld/blocksworld_from_5_9_3_to_13_1_3_negated_goal_bmc_8.smt2,{'algaroba with pause based on depth': 'sat'},"{Tower: 144, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Enum_A_B_C_D_E_F_G_H_I_J_K_L_M_N_O_P_Q: 24, Record_left_center_right: 13, }",0.09050703048706055
100,../blocksworld/blocksworld_from_1_21_4_to_17_7_2_negated_goal_bmc_25.smt2,{'algaroba with pause based on depth': 'sat'},"{Tower: 366, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Enum_A_B_C_D_E_F_G_H_I_J_K_L_M_N_O_P_Q_R_S_T_U_V_W_X_Y_Z: 75, Record_left_center_right: 30, }",0.08473706245422363
101,../blocksworld/blocksworld_from_25_0_0_to_9_6_10_negated_goal_bmc_0.smt2,{'algaroba with pause based on depth': 'sat'},"{Tower: 64, Enum_A_B_C_D_E_F_G_H_I_J_K_L_M_N_O_P_Q_R_S_T_U_V_W_X_Y: 0, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Record_left_center_right: 5, }",0.028294801712036133
102,../blocksworld/blocksworld_from_2_13_3_to_5_5_8_negated_goal_bmc_13.smt2,{'algaroba with pause based on depth': 'sat'},"{Tower: 205, Enum_A_B_C_D_E_F_G_H_I_J_K_L_M_N_O_P_Q_R: 39, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Record_left_center_right: 18, }",0.04958462715148926
103,../blocksworld/blocksworld_from_0_1_3_to_1_1_2_negated_goal_bmc_0.smt2,{'algaroba with pause based on depth': 'sat'},"{Tower: 20, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Enum_A_B_C_D: 0, Record_left_center_right: 5, }",0.04379630088806152
104,../blocksworld/blocksworld_from_1_7_5_to_6_4_3_negated_goal_bmc_3.smt2,{'algaroba with pause based on depth': 'sat'},"{Tower: 76, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Enum_A_B_C_D_E_F_G_H_I_J_K_L_M: 9, Record_left_center_right: 8, }",0.029890060424804688
105,../blocksworld/blocksworld_from_3_5_10_to_17_0_1_negated_goal_bmc_8.smt2,{'algaroba with pause based on depth': 'sat'},"{Tower: 146, Enum_A_B_C_D_E_F_G_H_I_J_K_L_M_N_O_P_Q_R: 24, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Record_left_center_right: 13, }",0.09738492965698242
106,../blocksworld/blocksworld_from_5_0_0_to_5_0_0_negated_goal_bmc_8.smt2,{'algaroba with pause based on depth': 'sat'},"{Tower: 120, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Enum_A_B_C_D_E: 24, Record_left_center_right: 13, }",0.03321075439453125
107,../blocksworld/blocksworld_from_13_0_1_to_11_0_3_negated_goal_bmc_17.smt2,{'algaroba with pause based on depth': 'sat'},"{Enum_A_B_C_D_E_F_G_H_I_J_K_L_M_N: 51, Tower: 246, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Record_left_center_right: 22, }",0.11494255065917969
108,../blocksworld/blocksworld_from_9_10_3_to_1_0_21_negated_goal_bmc_32.smt2,{'algaroba with pause based on depth': 'sat'},"{Tower: 442, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Record_left_center_right: 37, Enum_A_B_C_D_E_F_G_H_I_J_K_L_M_N_O_P_Q_R_S_T_U_V: 96, }",0.10169076919555664
109,../blocksworld/blocksworld_from_0_6_0_to_5_0_1_negated_goal_bmc_0.smt2,{'algaroba with pause based on depth': 'sat'},"{Tower: 26, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Enum_A_B_C_D_E_F: 0, Record_left_center_right: 5, }",0.03553462028503418
110,../blocksworld/blocksworld_from_5_8_2_to_8_0_7_negated_goal_bmc_20.smt2,{'algaroba with pause based on depth': 'sat'},"{Tower: 284, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Enum_A_B_C_D_E_F_G_H_I_J_K_L_M_N_O: 60, Record_left_center_right: 25, }",0.04894447326660156
111,../blocksworld/blocksworld_from_22_0_2_to_9_12_3_negated_goal_bmc_7.smt2,{'algaroba with pause based on depth': 'sat'},"{Tower: 144, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Enum_A_B_C_D_E_F_G_H_I_J_K_L_M_N_O_P_Q_R_S_T_U_V_W_X: 21, Record_left_center_right: 12, }",0.05450606346130371
112,../blocksworld/blocksworld_from_3_5_0_to_8_0_0_negated_goal_bmc_14.smt2,{'algaroba with pause based on depth': 'sat'},"{Tower: 198, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Enum_A_B_C_D_E_F_G_H: 42, Record_left_center_right: 19, }",0.041159868240356445
113,../blocksworld/blocksworld_from_21_1_2_to_14_3_7_negated_goal_bmc_34.smt2,{'algaroba with pause based on depth': 'sat'},"{Tower: 469, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Enum_A_B_C_D_E_F_G_H_I_J_K_L_M_N_O_P_Q_R_S_T_U_V_W_X: 102, Record_left_center_right: 39, }",0.11373257637023926
114,../blocksworld/blocksworld_from_10_5_6_to_13_6_2_negated_goal_bmc_23.smt2,{'algaroba with pause based on depth': 'sat'},"{Tower: 332, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Record_left_center_right: 28, Enum_A_B_C_D_E_F_G_H_I_J_K_L_M_N_O_P_Q_R_S_T_U: 69, }",0.06974411010742188
115,../blocksworld/blocksworld_from_0_13_3_to_14_2_0_negated_goal_bmc_12.smt2,{'algaroba with pause based on depth': 'sat'},"{Tower: 190, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Enum_A_B_C_D_E_F_G_H_I_J_K_L_M_N_O_P: 36, Record_left_center_right: 17, }",0.056060075759887695
116,../blocksworld/blocksworld_from_12_0_3_to_8_3_4_negated_goal_bmc_21.smt2,{'algaroba with pause based on depth': 'sat'},"{Tower: 295, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Enum_A_B_C_D_E_F_G_H_I_J_K_L_M_N_O: 63, Record_left_center_right: 26, }",0.08173203468322754
117,../blocksworld/blocksworld_from_13_1_5_to_8_4_7_negated_goal_bmc_13.smt2,{'algaroba with pause based on depth': 'sat'},"{Tower: 207, Enum_A_B_C_D_E_F_G_H_I_J_K_L_M_N_O_P_Q_R_S: 39, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Record_left_center_right: 18, }",0.041368961334228516
118,../blocksworld/blocksworld_from_8_1_2_to_6_2_3_negated_goal_bmc_2.smt2,{'algaroba with pause based on depth': 'sat'},"{Tower: 60, Enum_A_B_C_D_E_F_G_H_I_J_K: 6, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Record_left_center_right: 7, }",0.04905080795288086
119,../blocksworld/blocksworld_from_11_0_6_to_13_1_3_negated_goal_bmc_16.smt2,{'algaroba with pause based on depth': 'sat'},"{Tower: 240, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Enum_A_B_C_D_E_F_G_H_I_J_K_L_M_N_O_P_Q: 48, Record_left_center_right: 21, }",0.04997730255126953
120,../blocksworld/blocksworld_from_15_3_0_to_3_5_10_negated_goal_bmc_14.smt2,{'algaroba with pause based on depth': 'sat'},"{Tower: 218, Enum_A_B_C_D_E_F_G_H_I_J_K_L_M_N_O_P_Q_R: 42, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Record_left_center_right: 19, }",0.057924747467041016
121,../blocksworld/blocksworld_from_1_1_7_to_3_0_6_negated_goal_bmc_6.smt2,{'algaroba with pause based on depth': 'sat'},"{Tower: 103, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Enum_A_B_C_D_E_F_G_H_I: 18, Record_left_center_right: 11, }",0.05854344367980957
122,../blocksworld/blocksworld_from_21_0_4_to_10_10_5_negated_goal_bmc_26.smt2,{'algaroba with pause based on depth': 'sat'},"{Tower: 375, Enum_A_B_C_D_E_F_G_H_I_J_K_L_M_N_O_P_Q_R_S_T_U_V_W_X_Y: 78, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Record_left_center_right: 31, }",0.07368993759155273
123,../blocksworld/blocksworld_from_0_18_5_to_17_0_6_negated_goal_bmc_14.smt2,{'algaroba with pause based on depth': 'sat'},"{Tower: 227, Enum_A_B_C_D_E_F_G_H_I_J_K_L_M_N_O_P_Q_R_S_T_U_V_W: 42, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Record_left_center_right: 19, }",0.0630030632019043
124,../blocksworld/blocksworld_from_0_2_1_to_3_0_0_negated_goal_bmc_1.smt2,{'algaroba with pause based on depth': 'sat'},"{Tower: 31, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Record_left_center_right: 6, Enum_A_B_C: 3, }",0.02600693702697754
125,../blocksworld/blocksworld_from_2_5_13_to_12_7_1_negated_goal_bmc_26.smt2,{'algaroba with pause based on depth': 'sat'},"{Tower: 366, Enum_A_B_C_D_E_F_G_H_I_J_K_L_M_N_O_P_Q_R_S_T: 78, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Record_left_center_right: 31, }",0.07855701446533203
126,../blocksworld/blocksworld_from_14_1_0_to_5_1_9_negated_goal_bmc_8.smt2,{'algaroba with pause based on depth': 'sat'},"{Tower: 140, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Enum_A_B_C_D_E_F_G_H_I_J_K_L_M_N_O: 24, Record_left_center_right: 13, }",0.03310656547546387
127,../blocksworld/blocksworld_from_2_2_14_to_14_4_0_negated_goal_bmc_27.smt2,{'algaroba with pause based on depth': 'sat'},"{Tower: 374, Enum_A_B_C_D_E_F_G_H_I_J_K_L_M_N_O_P_Q_R: 81, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Record_left_center_right: 32, }",0.08400511741638184
128,../blocksworld/blocksworld_from_5_10_6_to_18_1_2_negated_goal_bmc_28.smt2,{'algaroba with pause based on depth': 'sat'},"{Tower: 392, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Record_left_center_right: 33, Enum_A_B_C_D_E_F_G_H_I_J_K_L_M_N_O_P_Q_R_S_T_U: 84, }",0.10081005096435547
129,../blocksworld/blocksworld_from_1_0_2_to_1_0_2_negated_goal_bmc_4.smt2,{'algaroba with pause based on depth': 'sat'},"{Tower: 66, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Record_left_center_right: 9, Enum_A_B_C: 12, }",0.059705495834350586
130,../blocksworld/blocksworld_from_0_0_8_to_1_3_4_negated_goal_bmc_2.smt2,{'algaroba with pause based on depth': 'sat'},"{Tower: 51, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Enum_A_B_C_D_E_F_G_H: 6, Record_left_center_right: 7, }",0.030170917510986328
131,../blocksworld/blocksworld_from_5_4_17_to_12_6_8_negated_goal_bmc_2.smt2,{'algaroba with pause based on depth': 'sat'},"{Tower: 90, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Enum_A_B_C_D_E_F_G_H_I_J_K_L_M_N_O_P_Q_R_S_T_U_V_W_X_Y_Z: 6, Record_left_center_right: 7, }",0.030208349227905273
132,../blocksworld/blocksworld_from_1_24_0_to_9_16_0_negated_goal_bmc_21.smt2,{'algaroba with pause based on depth': 'sat'},"{Tower: 315, Enum_A_B_C_D_E_F_G_H_I_J_K_L_M_N_O_P_Q_R_S_T_U_V_W_X_Y: 63, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Record_left_center_right: 26, }",0.06874299049377441
133,../blocksworld/blocksworld_from_5_8_8_to_0_0_21_negated_goal_bmc_15.smt2,{'algaroba with pause based on depth': 'sat'},"{Tower: 236, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Record_left_center_right: 20, Enum_A_B_C_D_E_F_G_H_I_J_K_L_M_N_O_P_Q_R_S_T_U: 45, }",0.06154060363769531
134,../blocksworld/blocksworld_from_5_1_10_to_4_9_3_negated_goal_bmc_14.smt2,{'algaroba with pause based on depth': 'sat'},"{Tower: 213, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Enum_A_B_C_D_E_F_G_H_I_J_K_L_M_N_O_P: 42, Record_left_center_right: 19, }",0.04796886444091797
135,../blocksworld/blocksworld_from_6_1_1_to_4_2_2_negated_goal_bmc_7.smt2,{'algaroba with pause based on depth': 'sat'},"{Tower: 112, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Enum_A_B_C_D_E_F_G_H: 21, Record_left_center_right: 12, }",0.026035547256469727
136,../blocksworld/blocksworld_from_7_4_13_to_4_14_6_negated_goal_bmc_20.smt2,{'algaroba with pause based on depth': 'sat'},"{Tower: 302, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Enum_A_B_C_D_E_F_G_H_I_J_K_L_M_N_O_P_Q_R_S_T_U_V_W_X: 60, Record_left_center_right: 25, }",0.062372446060180664
137,../blocksworld/blocksworld_from_1_5_5_to_1_1_9_negated_goal_bmc_4.smt2,{'algaroba with pause based on depth': 'sat'},"{Tower: 84, Enum_A_B_C_D_E_F_G_H_I_J_K: 12, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Record_left_center_right: 9, }",0.02353382110595703
138,../blocksworld/blocksworld_from_13_0_1_to_11_0_3_negated_goal_bmc_23.smt2,{'algaroba with pause based on depth': 'sat'},"{Enum_A_B_C_D_E_F_G_H_I_J_K_L_M_N: 69, Tower: 318, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Record_left_center_right: 28, }",0.07498860359191895
139,../blocksworld/blocksworld_from_8_8_1_to_9_4_4_negated_goal_bmc_2.smt2,{'algaroba with pause based on depth': 'sat'},"{Tower: 72, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Enum_A_B_C_D_E_F_G_H_I_J_K_L_M_N_O_P_Q: 6, Record_left_center_right: 7, }",0.051721811294555664
140,../blocksworld/blocksworld_from_5_6_3_to_4_3_7_negated_goal_bmc_18.smt2,{'algaroba with pause based on depth': 'sat'},"{Enum_A_B_C_D_E_F_G_H_I_J_K_L_M_N: 54, Tower: 257, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Record_left_center_right: 23, }",0.06000018119812012
141,../blocksworld/blocksworld_from_6_0_2_to_2_5_1_negated_goal_bmc_2.smt2,{'algaroba with pause based on depth': 'sat'},"{Tower: 53, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Enum_A_B_C_D_E_F_G_H: 6, Record_left_center_right: 7, }",0.03175234794616699
142,../blocksworld/blocksworld_from_8_6_9_to_13_1_9_negated_goal_bmc_15.smt2,{'algaroba with pause based on depth': 'sat'},"{Tower: 240, Enum_A_B_C_D_E_F_G_H_I_J_K_L_M_N_O_P_Q_R_S_T_U_V_W: 45, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Record_left_center_right: 20, }",0.0709991455078125
143,../blocksworld/blocksworld_from_15_6_4_to_10_2_13_negated_goal_bmc_13.smt2,{'algaroba with pause based on depth': 'sat'},"{Tower: 218, Enum_A_B_C_D_E_F_G_H_I_J_K_L_M_N_O_P_Q_R_S_T_U_V_W_X_Y: 39, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Record_left_center_right: 18, }",0.06998682022094727
144,../blocksworld/blocksworld_from_8_6_9_to_13_1_9_negated_goal_bmc_22.smt2,{'algaroba with pause based on depth': 'sat'},"{Tower: 324, Enum_A_B_C_D_E_F_G_H_I_J_K_L_M_N_O_P_Q_R_S_T_U_V_W: 66, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Record_left_center_right: 27, }",0.08693885803222656
145,../blocksworld/blocksworld_from_19_2_0_to_19_0_2_negated_goal_bmc_21.smt2,{'algaroba with pause based on depth': 'sat'},"{Tower: 308, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Record_left_center_right: 26, Enum_A_B_C_D_E_F_G_H_I_J_K_L_M_N_O_P_Q_R_S_T_U: 63, }",0.10080122947692871
146,../blocksworld/blocksworld_from_15_6_4_to_10_2_13_negated_goal_bmc_7.smt2,{'algaroba with pause based on depth': 'sat'},"{Tower: 146, Enum_A_B_C_D_E_F_G_H_I_J_K_L_M_N_O_P_Q_R_S_T_U_V_W_X_Y: 21, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Record_left_center_right: 12, }",0.0663912296295166
