,Query Path,SAT/UNSAT,Depths,Algaroba
50,../blocksworld/blocksworld_from_15_6_4_to_10_2_13_negated_goal_bmc_29.smt2,{'algaroba with pause based on depth': 'T'},,1201.0
51,../blocksworld/blocksworld_from_20_2_0_to_13_2_7_negated_goal_bmc_27.smt2,{'algaroba with pause based on depth': 'T'},,1201.0
52,../blocksworld/blocksworld_from_1_5_5_to_1_1_9_negated_goal_bmc_20.smt2,{'algaroba with pause based on depth': 'T'},,1201.0
53,../blocksworld/blocksworld_from_4_4_4_to_1_0_11_negated_goal_bmc_22.smt2,{'algaroba with pause based on depth': 'T'},,1201.0
54,../blocksworld/blocksworld_from_6_1_0_to_7_0_0_negated_goal_bmc_2.smt2,{'algaroba with pause based on depth': 'unsat'},"{Tower: 52, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Enum_A_B_C_D_E_F_G: 6, Record_left_center_right: 7, }",0.0557703971862793
55,../blocksworld/blocksworld_from_5_4_17_to_12_6_8_negated_goal_bmc_49.smt2,{'algaroba with pause based on depth': 'T'},,1201.0
56,../blocksworld/blocksworld_from_14_0_3_to_12_4_1_negated_goal_bmc_7.smt2,{'algaroba with pause based on depth': 'unsat'},"{Tower: 132, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Enum_A_B_C_D_E_F_G_H_I_J_K_L_M_N_O_P_Q: 21, Record_left_center_right: 12, }",0.5196425914764404
57,../blocksworld/blocksworld_from_5_7_5_to_8_8_1_negated_goal_bmc_21.smt2,{'algaroba with pause based on depth': 'T'},,1201.0
58,../blocksworld/blocksworld_from_0_4_7_to_4_4_3_negated_goal_bmc_19.smt2,{'algaroba with pause based on depth': 'T'},,1201.0
59,../blocksworld/blocksworld_from_3_0_3_to_1_2_3_negated_goal_bmc_4.smt2,{'algaroba with pause based on depth': 'unsat'},"{Tower: 72, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Enum_A_B_C_D_E_F: 12, Record_left_center_right: 9, }",0.1756746768951416
60,../blocksworld/blocksworld_from_0_18_5_to_17_0_6_negated_goal_bmc_45.smt2,{'algaroba with pause based on depth': 'T'},,1201.0
61,../blocksworld/blocksworld_from_10_4_3_to_1_14_2_negated_goal_bmc_11.smt2,{'algaroba with pause based on depth': 'unsat'},"{Tower: 179, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Enum_A_B_C_D_E_F_G_H_I_J_K_L_M_N_O_P_Q: 33, Record_left_center_right: 16, }",1.506810188293457
62,../blocksworld/blocksworld_from_1_2_10_to_13_0_0_negated_goal_bmc_12.smt2,{'algaroba with pause based on depth': 'unsat'},"{Tower: 183, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Enum_A_B_C_D_E_F_G_H_I_J_K_L_M: 36, Record_left_center_right: 17, }",2.173241138458252
63,../blocksworld/blocksworld_from_5_3_8_to_14_1_1_negated_goal_bmc_10.smt2,{'algaroba with pause based on depth': 'unsat'},"{Tower: 164, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Enum_A_B_C_D_E_F_G_H_I_J_K_L_M_N_O_P: 30, Record_left_center_right: 15, }",3.995107412338257
64,../blocksworld/blocksworld_from_13_1_5_to_8_4_7_negated_goal_bmc_0.smt2,{'algaroba with pause based on depth': 'unsat'},"{Tower: 51, Enum_A_B_C_D_E_F_G_H_I_J_K_L_M_N_O_P_Q_R_S: 0, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Record_left_center_right: 5, }",0.10266470909118652
65,../blocksworld/blocksworld_from_7_0_15_to_7_2_13_negated_goal_bmc_29.smt2,{'algaroba with pause based on depth': 'T'},,1201.0
66,../blocksworld/blocksworld_from_1_2_10_to_13_0_0_negated_goal_bmc_0.smt2,{'algaroba with pause based on depth': 'unsat'},"{Tower: 39, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Enum_A_B_C_D_E_F_G_H_I_J_K_L_M: 0, Record_left_center_right: 5, }",0.09895706176757812
67,../blocksworld/blocksworld_from_1_14_5_to_17_3_0_negated_goal_bmc_28.smt2,{'algaroba with pause based on depth': 'T'},,1201.0
68,../blocksworld/blocksworld_from_18_1_7_to_7_17_2_negated_goal_bmc_31.smt2,{'algaroba with pause based on depth': 'T'},,1201.0
69,../blocksworld/blocksworld_from_5_1_10_to_4_9_3_negated_goal_bmc_8.smt2,{'algaroba with pause based on depth': 'unsat'},"{Tower: 141, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Enum_A_B_C_D_E_F_G_H_I_J_K_L_M_N_O_P: 24, Record_left_center_right: 13, }",0.9081356525421143
70,../blocksworld/blocksworld_from_5_0_8_to_7_5_1_negated_goal_bmc_12.smt2,{'algaroba with pause based on depth': 'unsat'},"{Tower: 183, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Enum_A_B_C_D_E_F_G_H_I_J_K_L_M: 36, Record_left_center_right: 17, }",6.18087911605835
71,../blocksworld/blocksworld_from_7_2_0_to_7_0_2_negated_goal_bmc_3.smt2,{'algaroba with pause based on depth': 'unsat'},"{Tower: 67, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Enum_A_B_C_D_E_F_G_H_I: 9, Record_left_center_right: 8, }",0.1484379768371582
72,../blocksworld/blocksworld_from_4_0_1_to_1_1_3_negated_goal_bmc_7.smt2,{'algaroba with pause based on depth': 'sat'},"{Tower: 107, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Enum_A_B_C_D_E: 21, Record_left_center_right: 12, }",1.8617517948150635
73,../blocksworld/blocksworld_from_12_7_0_to_11_3_5_negated_goal_bmc_14.smt2,{'algaroba with pause based on depth': 'unsat'},"{Tower: 218, Enum_A_B_C_D_E_F_G_H_I_J_K_L_M_N_O_P_Q_R_S: 42, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Record_left_center_right: 19, }",17.65680503845215
74,../blocksworld/blocksworld_from_4_19_1_to_0_8_16_negated_goal_bmc_26.smt2,{'algaroba with pause based on depth': 'unsat'},"{Tower: 374, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Enum_A_B_C_D_E_F_G_H_I_J_K_L_M_N_O_P_Q_R_S_T_U_V_W_X: 78, Record_left_center_right: 31, }",1065.5605216026306
75,../blocksworld/blocksworld_from_7_4_13_to_4_14_6_negated_goal_bmc_4.smt2,{'algaroba with pause based on depth': 'unsat'},"{Tower: 110, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Enum_A_B_C_D_E_F_G_H_I_J_K_L_M_N_O_P_Q_R_S_T_U_V_W_X: 12, Record_left_center_right: 9, }",0.2510814666748047
76,../blocksworld/blocksworld_from_5_9_3_to_13_1_3_negated_goal_bmc_8.smt2,{'algaroba with pause based on depth': 'unsat'},"{Tower: 144, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Enum_A_B_C_D_E_F_G_H_I_J_K_L_M_N_O_P_Q: 24, Record_left_center_right: 13, }",0.5788354873657227
77,../blocksworld/blocksworld_from_3_5_10_to_17_0_1_negated_goal_bmc_8.smt2,{'algaroba with pause based on depth': 'unsat'},"{Tower: 146, Enum_A_B_C_D_E_F_G_H_I_J_K_L_M_N_O_P_Q_R: 24, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Record_left_center_right: 13, }",0.6119208335876465
78,../blocksworld/blocksworld_from_5_9_3_to_13_1_3_negated_goal_bmc_31.smt2,{'algaroba with pause based on depth': 'T'},,1201.0
79,../blocksworld/blocksworld_from_7_3_1_to_5_6_0_negated_goal_bmc_14.smt2,{'algaroba with pause based on depth': 'unsat'},"{Tower: 204, Enum_A_B_C_D_E_F_G_H_I_J_K: 42, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Record_left_center_right: 19, }",36.13819432258606
80,../blocksworld/blocksworld_from_4_2_8_to_7_1_6_negated_goal_bmc_19.smt2,{'algaroba with pause based on depth': 'T'},,1201.0
81,../blocksworld/blocksworld_from_1_6_3_to_9_0_1_negated_goal_bmc_12.smt2,{'algaroba with pause based on depth': 'unsat'},"{Tower: 177, Enum_A_B_C_D_E_F_G_H_I_J: 36, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Record_left_center_right: 17, }",14.151241064071655
82,../blocksworld/blocksworld_from_1_24_0_to_9_16_0_negated_goal_bmc_18.smt2,{'algaroba with pause based on depth': 'T'},,1201.0
83,../blocksworld/blocksworld_from_12_1_3_to_11_1_4_negated_goal_bmc_2.smt2,{'algaroba with pause based on depth': 'unsat'},"{Tower: 69, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Enum_A_B_C_D_E_F_G_H_I_J_K_L_M_N_O_P: 6, Record_left_center_right: 7, }",0.1621847152709961
