,Query Path,SAT/UNSAT,Depths,Algaroba no pause,Algaroba,Z3,cvc5,Princess
121,../QF_DT2/20210312-Bouvier/vlsat3_h24.smt2,"{'algaroba no pause': 'sat', 'algaroba': 'sat'}","{Unit: 0, }",34.079532623291016,36.76011610031128,1201.0,1201.0,1201.0
122,../QF_DT2/20210312-Bouvier/vlsat3_h93.smt2,"{'algaroba no pause': 'T', 'algaroba': 'T'}",,1201.0,1201.0,1201.0,1201.0,922.7086522579193
123,../QF_DT2/20210312-Bouvier/vlsat3_h91.smt2,"{'algaroba no pause': 'T', 'algaroba': 'T'}",,1201.0,1201.0,1201.0,1201.0,1201.0
124,../QF_DT2/20210312-Bouvier/vlsat3_b90.smt2,"{'algaroba no pause': 'T', 'algaroba': 'T'}",,1201.0,1201.0,1201.0,1201.0,1201.0
125,../QF_DT2/20210312-Bouvier/vlsat3_b46.smt2,"{'algaroba no pause': 'T', 'algaroba': 'T'}",,1201.0,1201.0,1201.0,1201.0,1201.0
126,../QF_DT2/20210312-Bouvier/vlsat3_b29.smt2,"{'algaroba no pause': 'T', 'algaroba': 'T'}",,1201.0,1201.0,772.876697063446,684.898759841919,1201.0
127,../QF_DT2/20210312-Bouvier/vlsat3_h05.smt2,"{'algaroba no pause': 'sat', 'algaroba': 'sat'}","{Unit: 0, }",50.427223205566406,47.96812057495117,779.2432725429535,957.5482518672943,42.312227964401245
128,../QF_DT2/20210312-Bouvier/vlsat3_h46.smt2,"{'algaroba no pause': 'sat', 'algaroba': 'sat'}","{Unit: 0, }",136.57456874847412,138.7946343421936,1201.0,236.34368991851807,1201.0
129,../QF_DT2/20210312-Bouvier/vlsat3_h69.smt2,"{'algaroba no pause': 'sat', 'algaroba': 'sat'}","{Unit: 0, }",53.825761795043945,53.33349657058716,1201.0,279.5125844478607,1201.0
130,../QF_DT2/20210312-Bouvier/vlsat3_b74.smt2,"{'algaroba no pause': 'T', 'algaroba': 'T'}",,1201.0,1201.0,1201.0,1201.0,1201.0
131,../QF_DT2/20210312-Bouvier/vlsat3_h34.smt2,"{'algaroba no pause': 'sat', 'algaroba': 'sat'}","{Unit: 0, }",200.60302567481995,210.63142204284668,1201.0,1201.0,87.35192680358887
132,../QF_DT2/20210312-Bouvier/vlsat3_b73.smt2,"{'algaroba no pause': 'T', 'algaroba': 'T'}",,1201.0,1201.0,1201.0,1201.0,1201.0
133,../QF_DT2/20210312-Bouvier/vlsat3_b96.smt2,"{'algaroba no pause': 'T', 'algaroba': 'T'}",,1201.0,1201.0,1201.0,1201.0,1201.0
134,../QF_DT2/20210312-Bouvier/vlsat3_h29.smt2,"{'algaroba no pause': 'sat', 'algaroba': 'sat'}","{Unit: 0, }",27.115142107009888,38.930665254592896,1201.0,1201.0,1201.0
135,../QF_DT2/20210312-Bouvier/vlsat3_h77.smt2,"{'algaroba no pause': 'sat', 'algaroba': 'sat'}","{Unit: 0, }",972.4790761470795,1004.8589243888855,1201.0,1201.0,309.89971375465393
136,../QF_DT2/20210312-Bouvier/vlsat3_b75.smt2,"{'algaroba no pause': 'T', 'algaroba': 'T'}",,1201.0,1201.0,1201.0,1201.0,1201.0
137,../QF_DT2/20210312-Bouvier/vlsat3_h11.smt2,"{'algaroba no pause': 'sat', 'algaroba': 'sat'}","{Unit: 0, }",75.22996115684509,78.20847606658936,1201.0,1201.0,1201.0
138,../QF_DT2/20210312-Bouvier/vlsat3_b76.smt2,"{'algaroba no pause': 'T', 'algaroba': 'T'}",,1201.0,1201.0,1201.0,1201.0,1201.0
139,../QF_DT2/20210312-Bouvier/vlsat3_b04.smt2,"{'algaroba no pause': 'T', 'algaroba': 'T'}",,1201.0,1201.0,210.0099287033081,240.1739583015442,1201.0
140,../QF_DT2/20210312-Bouvier/vlsat3_b41.smt2,"{'algaroba no pause': 'T', 'algaroba': 'T'}",,1201.0,1201.0,1186.6762647628784,1201.0,1201.0
141,../QF_DT2/20210312-Bouvier/vlsat3_b55.smt2,"{'algaroba no pause': 'T', 'algaroba': 'T'}",,1201.0,1201.0,1201.0,1177.1059913635254,1201.0
142,../QF_DT2/20210312-Bouvier/vlsat3_h58.smt2,"{'algaroba no pause': 'sat', 'algaroba': 'sat'}","{Unit: 0, }",56.30296540260315,62.530163049697876,1201.0,1201.0,1201.0
143,../QF_DT2/20210312-Bouvier/vlsat3_b31.smt2,"{'algaroba no pause': 'T', 'algaroba': 'T'}",,1201.0,1201.0,962.4440724849701,1201.0,1201.0
144,../QF_DT2/20210312-Bouvier/vlsat3_h12.smt2,"{'algaroba no pause': 'sat', 'algaroba': 'sat'}","{Unit: 0, }",66.75813865661621,69.30132818222046,1201.0,989.4358251094818,1201.0
145,../QF_DT2/20210312-Bouvier/vlsat3_h83.smt2,"{'algaroba no pause': 'T', 'algaroba': 'T'}",,1201.0,1201.0,1201.0,1201.0,837.8455877304077
146,../QF_DT2/20210312-Bouvier/vlsat3_b51.smt2,"{'algaroba no pause': 'T', 'algaroba': 'T'}",,1201.0,1201.0,1201.0,1201.0,1201.0
147,../QF_DT2/20210312-Bouvier/vlsat3_b15.smt2,"{'algaroba no pause': 'T', 'algaroba': 'T'}",,1201.0,1201.0,512.4114611148834,463.3917191028595,1201.0
148,../QF_DT2/20210312-Bouvier/vlsat3_h78.smt2,"{'algaroba no pause': 'T', 'algaroba': 'T'}",,1201.0,1201.0,1201.0,1201.0,1201.0
149,../QF_DT2/20210312-Bouvier/vlsat3_b62.smt2,"{'algaroba no pause': 'T', 'algaroba': 'T'}",,1201.0,1201.0,1201.0,1201.0,1201.0
150,../QF_DT2/20210312-Bouvier/vlsat3_h60.smt2,"{'algaroba no pause': 'sat', 'algaroba': 'sat'}","{Unit: 0, }",93.17052459716797,98.33497762680054,1201.0,1201.0,1201.0
151,../QF_DT2/20210312-Bouvier/vlsat3_h82.smt2,"{'algaroba no pause': 'sat', 'algaroba': 'sat'}","{Unit: 0, }",61.75286293029785,65.8940794467926,1201.0,483.42053389549255,1201.0
152,../QF_DT2/20210312-Bouvier/vlsat3_h80.smt2,"{'algaroba no pause': 'sat', 'algaroba': 'sat'}","{Unit: 0, }",215.79645895957947,220.7003800868988,1201.0,528.4875712394714,1201.0
